0,0,0,1.45107,259,20,1.88,0.09,0:01.84
0,0,0,1.452112,260,26,1.86,0.08,0:01.82
0,0,0,1.527526,259,38,1.95,0.06,0:01.90
0,0,0,1.480794,264,38,1.85,0.13,0:01.85
0,0,0,1.508285,255,20,1.9,0.1,0:01.88
0,0,0,1.50642,262,23,1.91,0.11,0:01.89
0,0,0,1.446705,248,27,1.8,0.11,0:01.82
0,0,0,1.475155,251,29,1.87,0.1,0:01.84
0,0,0,1.519515,261,24,1.93,0.1,0:01.89
0,0,0,1.467638,254,23,1.92,0.06,0:01.84
0,0,0,1.501083,263,23,1.91,0.11,0:01.87
0,0,0,1.41842,254,22,1.82,0.09,0:01.79
0,0,0,1.515186,261,27,1.93,0.06,0:01.89
0,0,0,1.500706,251,38,1.88,0.07,0:01.87
0,0,0,1.475203,261,35,1.86,0.09,0:01.87
0,0,0,1.512109,260,24,1.93,0.1,0:01.88
0,0,0,1.565749,257,24,1.98,0.07,0:01.93
0,0,0,1.448915,246,28,1.86,0.09,0:01.82
0,0,0,1.530704,261,26,1.96,0.06,0:01.90
0,0,0,1.494039,260,28,1.92,0.08,0:01.86
0,0,0,1.492559,255,35,1.91,0.1,0:01.86
0,0,0,1.499258,269,26,1.93,0.08,0:01.89
0,0,0,1.497055,261,28,1.92,0.1,0:01.89
0,0,0,1.47512,257,28,1.83,0.11,0:01.84
0,0,0,1.504201,250,29,1.95,0.06,0:01.87
0,0,0,1.521961,288,75,1.97,0.06,0:01.89
0,0,0,1.546013,259,25,1.97,0.11,0:01.92
0,0,0,1.527864,255,23,1.97,0.07,0:01.90
0,0,0,1.535523,252,36,1.95,0.07,0:01.90
0,0,0,1.531015,246,38,1.88,0.08,0:01.90
0,0,0,1.474182,254,23,1.9,0.08,0:01.84
0,0,0,1.4789,255,22,1.87,0.06,0:01.85
0,0,0,1.472913,257,25,1.89,0.1,0:01.84
0,0,0,1.506449,261,18,1.98,0.06,0:01.88
0,0,0,1.555217,262,21,2.02,0.04,0:01.92
0,0,0,1.524083,256,23,1.97,0.08,0:01.90
0,0,0,1.498179,255,28,1.93,0.12,0:01.87
0,0,0,1.453974,278,29,1.89,0.07,0:01.82
0,0,0,1.532867,264,24,1.94,0.09,0:01.90
0,0,0,1.578809,262,20,1.99,0.09,0:01.95
0,0,0,1.476153,259,27,1.87,0.1,0:01.85
0,0,0,1.481595,213,36,1.67,0.07,0:01.85
0,0,0,1.501251,250,26,1.87,0.1,0:01.87
0,0,0,1.593668,246,25,2.05,0.05,0:01.96
0,0,0,1.564355,246,34,1.94,0.09,0:01.94
0,0,0,1.481792,267,32,1.89,0.12,0:01.85
0,0,0,1.484046,254,28,1.87,0.12,0:01.85
0,0,0,1.478864,251,26,1.9,0.08,0:01.85
0,0,0,1.560346,250,26,2.01,0.06,0:01.93
0,0,0,1.457298,268,25,1.84,0.14,0:01.83
0,0,0,1.569731,254,20,2.0,0.07,0:01.94
0,0,0,1.597842,259,28,2.03,0.05,0:01.96
0,0,0,1.458306,272,28,1.87,0.1,0:01.83
0,0,0,1.529897,256,23,1.97,0.06,0:01.90
0,0,0,1.503837,259,30,1.91,0.07,0:01.87
0,0,0,1.500688,257,26,1.93,0.07,0:01.87
0,0,0,1.513846,273,38,1.92,0.1,0:01.88
0,0,0,1.500084,267,29,1.94,0.06,0:01.87
0,0,0,1.457417,242,61,1.8,0.09,0:01.83
0,0,0,1.523243,258,18,1.95,0.09,0:01.89
0,0,0,1.466189,263,22,1.89,0.12,0:01.84
0,0,0,1.528966,253,24,1.96,0.06,0:01.90
0,0,0,1.430758,272,23,1.82,0.09,0:01.80
0,0,0,1.546601,258,21,2.0,0.07,0:01.94
0,0,0,1.489434,282,65,1.94,0.06,0:01.86
0,0,0,1.44797,259,22,1.92,0.05,0:01.82
0,0,0,1.517748,256,23,1.9,0.1,0:01.89
0,0,0,1.50177,249,21,1.92,0.07,0:01.87
0,0,0,1.521631,266,19,1.97,0.06,0:01.89
0,0,0,1.503445,251,24,1.94,0.09,0:01.89
0,0,0,1.478657,266,20,1.92,0.07,0:01.85
0,0,0,1.486509,269,21,1.9,0.1,0:01.85
0,0,0,1.461612,272,23,1.82,0.15,0:01.83
0,0,0,1.519005,248,24,1.94,0.06,0:01.90
0,0,0,1.495913,253,38,1.91,0.08,0:01.86
