0,0,0,1.603268,20,14,2.04,0.09,0:01.97
0,0,0,1.41366,17,10,1.8,0.1,0:01.78
0,0,0,1.508431,14,10,1.92,0.11,0:01.88
0,0,0,1.472959,18,11,1.92,0.06,0:01.84
0,0,0,1.466171,18,11,1.9,0.1,0:01.85
0,0,0,1.519002,13,11,1.93,0.07,0:01.90
0,0,0,1.446377,19,12,1.83,0.13,0:01.81
0,0,0,1.525825,18,11,1.98,0.07,0:01.89
0,0,0,1.544258,19,11,1.94,0.1,0:01.91
0,0,0,1.533772,24,16,1.96,0.11,0:01.90
0,0,0,1.56357,19,13,2.0,0.08,0:01.93
0,0,0,1.546084,14,11,1.98,0.08,0:01.91
0,0,0,1.535991,21,14,1.98,0.09,0:01.91
0,0,0,1.500472,19,15,1.89,0.09,0:01.89
0,0,0,1.473377,23,12,1.9,0.08,0:01.84
0,0,0,1.548491,15,11,2.01,0.06,0:01.92
0,0,0,1.544265,19,11,1.98,0.06,0:01.91
0,0,0,1.478149,21,14,1.94,0.06,0:01.87
0,0,0,1.516063,23,16,1.93,0.08,0:01.89
0,0,0,1.516792,21,15,1.97,0.06,0:01.88
0,0,0,1.641228,12,10,2.11,0.07,0:02.01
0,0,0,1.506784,21,11,1.97,0.06,0:01.88
0,0,0,1.476208,24,15,1.9,0.09,0:01.84
0,0,0,1.582283,12,10,2.05,0.07,0:01.95
0,0,0,1.50694,24,18,1.85,0.11,0:01.88
0,0,0,1.476017,22,12,1.92,0.08,0:01.84
0,0,0,1.505668,19,14,1.91,0.09,0:01.90
0,0,0,1.476745,21,13,1.91,0.11,0:01.85
0,0,0,1.481754,29,15,1.93,0.08,0:01.85
0,0,0,1.528361,17,14,1.98,0.05,0:01.90
0,0,0,1.51922,17,11,1.96,0.07,0:01.89
0,0,0,1.491295,19,13,1.93,0.07,0:01.86
0,0,0,1.484746,24,13,1.87,0.12,0:01.85
0,0,0,1.470443,21,11,1.92,0.05,0:01.84
0,0,0,1.4523,21,17,1.74,0.12,0:01.84
0,0,0,1.491289,23,13,1.93,0.1,0:01.86
0,0,0,1.466162,14,10,1.83,0.14,0:01.86
0,0,0,1.563424,18,14,2.0,0.08,0:01.93
0,0,0,1.559147,21,13,1.98,0.1,0:01.93
0,0,0,1.47833,20,12,1.93,0.07,0:01.85
0,0,0,1.433245,23,15,1.82,0.08,0:01.80
0,0,0,1.481278,18,11,1.89,0.12,0:01.85
0,0,0,1.500607,22,15,1.94,0.1,0:01.87
0,0,0,1.465299,24,17,1.88,0.07,0:01.83
0,0,0,1.566407,16,12,1.98,0.1,0:01.93
0,0,0,1.614559,15,12,2.08,0.03,0:01.98
0,0,0,1.536327,18,10,2.02,0.11,0:01.90
0,0,0,1.485344,23,14,1.9,0.08,0:01.85
0,0,0,1.517549,19,14,1.99,0.08,0:01.91
0,0,0,1.481164,29,17,1.9,0.1,0:01.85
0,0,0,1.529,21,13,1.98,0.06,0:01.90
0,0,0,1.519138,22,13,1.96,0.08,0:01.89
0,0,0,1.489912,20,12,1.93,0.1,0:01.86
0,0,0,1.594847,16,13,2.03,0.09,0:01.96
0,0,0,1.498734,18,15,1.92,0.08,0:01.87
0,0,0,1.529198,23,15,1.91,0.1,0:01.90
