0,0,0,1.488779,0,0,1.9,0.11,0:01.86
0,0,0,1.527435,1,2,1.94,0.08,0:01.90
0,0,0,1.532642,0,0,1.94,0.12,0:01.90
0,0,0,1.494131,0,1,1.97,0.07,0:01.86
0,0,0,1.518078,0,3,1.92,0.09,0:01.89
0,0,0,1.527445,0,0,2.02,0.03,0:01.90
0,0,0,1.561343,0,1,2.03,0.04,0:01.93
0,0,0,1.47379,3,8,1.85,0.07,0:01.84
0,0,0,1.48505,0,1,1.92,0.1,0:01.85
0,0,0,1.514063,0,2,1.95,0.08,0:01.88
0,0,0,1.435845,1,1,1.86,0.09,0:01.80
0,0,0,1.486718,0,3,1.88,0.12,0:01.85
0,0,0,1.541145,0,0,1.95,0.11,0:01.91
0,0,0,1.464268,0,0,1.92,0.06,0:01.84
0,0,0,1.474968,0,0,1.96,0.04,0:01.84
0,0,0,1.449314,0,0,1.91,0.08,0:01.82
0,0,0,1.531854,0,0,2.0,0.08,0:01.90
0,0,0,1.507609,0,1,1.95,0.09,0:01.88
0,0,0,1.502993,0,0,1.91,0.1,0:01.87
0,0,0,1.502473,0,0,1.96,0.06,0:01.87
0,0,0,1.51483,0,2,1.97,0.04,0:01.88
0,0,0,1.451589,0,0,1.94,0.05,0:01.82
0,0,0,1.508852,2,10,1.91,0.09,0:01.90
0,0,0,1.429234,0,0,1.9,0.06,0:01.80
0,0,0,1.514394,0,0,1.93,0.1,0:01.88
0,0,0,1.503787,0,0,1.95,0.1,0:01.87
0,0,0,1.469749,0,0,1.94,0.05,0:01.84
0,0,0,1.492577,0,2,1.94,0.07,0:01.86
0,0,0,1.509932,0,0,1.96,0.09,0:01.88
0,0,0,1.541696,0,3,1.98,0.09,0:01.91
0,0,0,1.516635,0,1,1.95,0.06,0:01.88
0,0,0,1.548411,2,3,1.93,0.09,0:01.92
0,0,0,1.405213,0,0,1.84,0.08,0:01.77
0,0,0,1.551366,0,0,2.01,0.08,0:01.92
0,0,0,1.486979,0,0,1.9,0.11,0:01.86
0,0,0,1.510698,0,1,1.96,0.07,0:01.88
0,0,0,1.4874,0,1,1.95,0.06,0:01.86
0,0,0,1.514596,0,0,2.0,0.08,0:01.88
0,0,0,1.522956,0,1,1.99,0.07,0:01.89
0,0,0,1.558643,0,2,2.01,0.06,0:01.93
0,0,0,1.509636,0,0,1.97,0.07,0:01.88
0,0,0,1.48061,0,0,1.93,0.07,0:01.85
0,0,0,1.530063,0,2,1.95,0.1,0:01.90
0,0,0,1.644394,0,1,2.12,0.07,0:02.01
0,0,0,1.513504,0,4,1.94,0.09,0:01.88
0,0,0,1.48768,0,0,1.91,0.1,0:01.86
0,0,0,1.580366,0,2,2.02,0.1,0:01.95
0,0,0,1.559011,0,0,2.01,0.08,0:01.93
0,0,0,1.465118,0,0,1.92,0.08,0:01.84
0,0,0,1.476663,0,4,1.9,0.06,0:01.85
0,0,0,1.49051,0,0,1.93,0.09,0:01.86
0,0,0,1.566032,0,0,1.98,0.08,0:01.94
0,0,0,1.468874,0,0,1.89,0.1,0:01.84
0,0,0,1.453329,0,0,1.91,0.06,0:01.82
0,0,0,1.519019,0,0,1.96,0.06,0:01.89
0,0,0,1.500879,1,1,1.95,0.08,0:01.87
0,0,0,1.537846,0,1,2.01,0.09,0:01.93
0,0,0,1.478243,1,2,1.91,0.06,0:01.85
0,0,0,1.545832,0,0,2.02,0.07,0:01.91
0,0,0,1.508821,0,0,1.96,0.06,0:01.88
0,0,0,1.544,0,1,2.0,0.07,0:01.91
0,0,0,1.491183,0,0,1.93,0.1,0:01.86
0,0,0,1.453363,0,3,1.87,0.08,0:01.83
0,0,0,1.535011,0,0,2.01,0.08,0:01.91
0,0,0,1.604393,0,5,2.04,0.06,0:01.97
0,0,0,1.514677,0,1,1.97,0.07,0:01.89
0,0,0,1.491708,0,1,1.95,0.06,0:01.86
0,0,0,1.511652,0,3,1.96,0.06,0:01.88
0,0,0,1.486838,0,4,1.89,0.12,0:01.86
0,0,0,1.532285,1,6,1.93,0.07,0:01.90
0,0,0,1.454672,0,2,1.92,0.07,0:01.82
0,0,0,1.495177,0,0,1.91,0.11,0:01.87
0,0,0,1.493442,1,2,1.88,0.11,0:01.86
0,0,0,1.612617,0,0,2.07,0.09,0:01.98
0,0,0,1.558446,0,1,1.99,0.09,0:01.95
0,0,0,1.5494,0,2,1.97,0.07,0:01.94
0,0,0,1.539844,0,4,1.96,0.08,0:01.91
0,0,0,1.57691,0,2,2.0,0.09,0:01.95
0,0,0,1.482921,0,3,1.92,0.07,0:01.85
0,0,0,1.532155,0,2,1.99,0.08,0:01.90
0,0,0,1.542269,0,0,2.02,0.07,0:01.91
0,0,0,1.449566,0,0,1.88,0.1,0:01.84
0,0,0,1.506,0,2,1.97,0.04,0:01.87
0,0,0,1.53996,0,1,1.95,0.1,0:01.91
0,0,0,1.46312,0,0,1.92,0.06,0:01.83
0,0,0,1.474338,0,2,1.9,0.06,0:01.84
