0,0,0,1.509641,0,0,0,0
5,2534,2863,1.488708,0,0,0,0
10,1263,1688,1.538511,0,0,0,0
100,115,194,1.504998,0,0,0,0
1000,11,20,1.619383,0,0,0,0
0,0,0,1.532214,0,0,0,0
5,2534,2863,1.583219,0,0,0,0
10,1263,1680,1.533673,0,3,0,300
100,115,193,1.534524,0,2,0,304
1000,11,20,1.483878,0,1,0,66
0,0,0,1.54099,0,3,0,266
5,2534,2860,1.507875,0,2,0,206
10,1263,1679,1.497849,0,3,0,470
100,115,194,1.480016,0,0,0,0
1000,11,20,1.459622,0,0,0,0
0,0,0,1.607712,0,2,0,250
5,2534,2863,1.554956,0,0,0,0
10,1263,1688,1.52654,0,0,0,0
100,115,194,1.471962,0,0,0,0
1000,11,17,1.563054,0,13,0,5502
0,0,0,1.470559,0,0,0,0
5,2534,2850,1.45806,0,1,0,187
10,1263,1681,1.63936,0,3,0,283
100,115,194,1.469526,0,0,0,0
1000,11,20,1.525547,0,2,0,718
0,0,0,1.609998,0,2,0,242
5,2534,2836,1.482805,0,1,0,893
10,1263,1688,1.480822,0,0,0,0
100,115,189,1.473487,2,6,230,2913
1000,11,19,1.450536,0,2,0,342
0,0,0,1.481613,0,1,0,29
5,2534,2863,1.478449,0,0,0,0
10,1263,1651,1.526483,1,2,105,1959
100,115,194,1.466554,0,0,0,0
1000,11,20,1.481088,0,1,0,181
0,0,0,1.482795,1,3,180,1434
5,2534,2857,1.520438,0,1,0,64
10,1263,1681,1.54908,0,1,0,150
100,115,194,1.544189,0,2,0,215
1000,11,20,1.525437,0,0,0,0
0,0,0,1.505411,0,1,0,49
5,2534,2853,1.493689,0,2,0,215
10,1263,1688,1.512061,0,0,0,0
100,115,194,1.530426,0,0,0,0
1000,11,20,1.45608,0,1,0,63
0,0,0,1.499545,0,2,0,280
5,2534,2863,1.521282,0,0,0,0
10,1263,1688,1.479845,0,0,0,0
100,115,194,1.529449,0,2,0,206
1000,11,20,1.597412,0,0,0,0
