0,0,0,1.463116,26,16,6689,9741
5,2534,2658,1.502562,25,16,2512,5106
10,1263,1584,1.50144,19,13,1953,4066
100,115,181,1.557795,15,14,858,2513
1000,11,19,1.477551,27,15,2266,4974
0,0,0,1.491525,16,11,1504,3131
5,2534,2629,1.446169,22,13,3597,5703
10,1263,1508,1.462713,22,15,5316,7846
100,115,177,1.506952,28,18,2466,5323
1000,11,16,1.510205,24,15,2212,4820
0,0,0,1.556641,23,14,1909,4101
5,2534,2705,1.587417,17,17,1072,3338
10,1263,1463,1.443954,31,19,5407,8777
100,115,179,1.463156,27,16,2851,5574
1000,11,20,1.555032,22,15,2610,5009
0,0,0,1.52693,18,12,1044,2761
5,2534,2688,1.627605,20,18,1217,3724
10,1263,1507,1.521316,26,20,3937,6776
100,115,176,1.520294,22,16,2567,4835
1000,11,16,1.531079,22,16,2029,4279
0,0,0,1.470067,27,15,3401,6690
5,2534,2617,1.426692,21,12,4285,6664
10,1263,1601,1.568258,19,15,1256,3166
100,115,174,1.500268,26,16,3406,6161
1000,11,20,1.514045,24,14,2235,4815
0,0,0,1.490588,16,12,6693,9225
5,2534,2714,1.518535,20,13,1222,3240
10,1263,1529,1.520806,26,17,3030,5963
100,115,177,1.546308,21,16,1803,4210
1000,11,18,1.469449,21,14,2851,5203
0,0,0,1.499367,23,14,4284,6498
5,2534,2528,1.546036,23,22,5778,8716
10,1263,1555,1.531708,25,17,2165,4819
100,115,172,1.498102,23,16,5944,9065
1000,11,20,1.452394,17,10,2444,4097
0,0,0,1.463898,20,11,2430,4541
5,2534,2658,1.547097,21,16,2187,4527
10,1263,1585,1.548647,23,15,1698,4094
100,115,179,1.489849,22,14,2850,5220
1000,11,18,1.521081,22,13,1743,3958
0,0,0,1.49476,20,12,3336,4951
5,2534,2520,1.507401,36,19,5263,8595
10,1263,1569,1.563729,32,19,1773,5107
100,115,179,1.488854,20,11,2495,4553
1000,11,18,1.448328,27,15,3969,6682
0,0,0,1.501298,25,14,2967,5489
5,2534,2665,1.436095,25,13,2563,4840
10,1263,1522,1.520048,31,20,3735,6492
100,115,171,1.545364,20,17,6258,8448
1000,11,19,1.589782,24,14,4149,6616
