0,0,0,1.517774,259,26,13052,11991
5,2534,2193,1.4854,267,28,14009,13985
10,1263,1203,1.554274,238,34,19158,19671
100,115,136,1.484449,259,31,16731,16612
1000,11,14,1.539934,255,25,11436,10236
0,0,0,1.521881,260,25,14651,13400
5,2534,2208,1.475505,255,29,15201,14429
10,1263,1270,1.516477,253,27,14856,14414
100,115,144,1.427992,252,30,15284,14764
1000,11,12,1.472756,258,28,12472,12355
0,0,0,1.544495,267,46,12030,12436
5,2534,2185,1.466006,253,31,15358,14175
10,1263,1235,1.475075,251,35,16720,16218
100,115,149,1.508099,258,24,12219,11553
1000,11,13,1.50435,263,31,14384,13829
0,0,0,1.561517,253,26,11790,11259
5,2534,2232,1.512701,250,28,13191,13059
10,1263,1238,1.478118,260,30,15602,15355
100,115,154,1.537927,253,20,11339,10609
1000,11,16,1.447848,258,26,12916,11935
0,0,0,1.4577,268,27,13088,13010
5,2534,2088,1.496272,269,40,17392,17215
10,1263,1262,1.454243,259,33,15320,15103
100,115,143,1.502132,264,28,12530,11117
1000,11,15,1.505148,258,26,12916,12595
0,0,0,1.519365,249,23,16094,15317
5,2534,2186,1.510877,276,77,12770,12543
10,1263,1211,1.467015,264,39,17447,18030
100,115,142,1.455519,259,31,13604,13377
1000,11,14,1.467299,259,33,14375,13884
0,0,0,1.470465,265,29,13553,13743
5,2534,2197,1.596288,259,27,14062,13282
10,1263,1275,1.433436,273,27,13805,13007
100,115,130,1.522891,244,40,19397,20408
1000,11,13,1.520752,304,105,20726,23981
0,0,0,1.500143,249,20,13084,12534
5,2534,2267,1.454932,255,23,12410,11587
10,1263,1288,1.596983,261,30,13584,12982
100,115,144,1.489494,255,26,12307,11678
1000,11,14,1.548811,243,48,15765,15650
0,0,0,1.446141,264,26,12342,11586
5,2534,2219,1.552936,251,28,14253,13377
10,1263,1285,1.575528,252,35,13485,12400
100,115,136,1.532524,259,36,16793,16555
1000,11,15,1.468168,255,31,14631,13928
0,0,0,1.517601,266,26,11513,10764
5,2534,2289,1.575376,247,32,12258,11141
10,1263,1292,1.458872,252,27,14255,13573
100,115,148,1.430744,261,26,13465,12462
1000,11,14,1.453543,257,29,12966,12076
