0,0,0,1.475427,31,19,10434,12093
5,2534,2472,1.564704,28,18,10177,11913
10,1263,1418,1.476849,34,18,10866,12541
100,115,162,1.448796,30,17,8524,9341
1000,11,17,1.494623,29,15,6725,7943
0,0,0,1.583377,26,15,6632,8124
5,2534,2494,1.485024,34,18,8758,10248
10,1263,1437,1.515903,33,19,9931,11705
100,115,166,1.470337,33,18,8681,10632
1000,11,17,1.499781,32,17,8149,9816
0,0,0,1.456783,22,12,6434,7813
5,2534,2359,1.530661,32,31,13066,15412
10,1263,1457,1.476855,33,18,10042,11497
100,115,160,1.463314,27,16,7988,8966
1000,11,16,1.482434,28,16,7618,9112
0,0,0,1.50553,26,15,9725,11307
5,2534,2515,1.544656,36,18,8228,9472
10,1263,1442,1.507889,38,19,9277,10716
100,115,161,1.502355,29,16,8914,10014
1000,11,17,1.538517,30,15,7525,8757
0,0,0,1.542477,27,15,6891,7897
5,2534,2611,1.46804,25,13,5744,6719
10,1263,1413,1.529738,28,19,11202,13357
100,115,145,1.472006,35,22,12221,15412
1000,11,18,1.682372,30,17,8679,10027
0,0,0,1.540141,27,17,7072,10454
5,2534,2529,1.466508,31,17,7681,9374
10,1263,1384,1.499847,33,20,13110,15498
100,115,162,1.4509,26,15,7833,9687
1000,11,19,1.549025,32,17,6679,8052
0,0,0,1.458373,26,14,7994,9297
5,2534,2486,1.604848,30,19,8852,10494
10,1263,1414,1.459769,37,23,10760,12465
100,115,172,1.480162,27,14,6713,7764
1000,11,19,1.526421,23,16,7852,9740
0,0,0,1.488009,26,12,6308,7129
5,2534,2535,1.508345,31,15,8159,9119
10,1263,1505,1.529955,33,18,6868,8452
100,115,160,1.458208,28,19,9026,11523
1000,11,19,1.538215,30,20,9378,10801
0,0,0,1.483328,25,13,6123,7215
5,2534,2277,1.544961,41,29,14789,17493
10,1263,1413,1.613796,27,18,12423,14891
100,115,160,1.473797,26,18,9870,11561
1000,11,15,1.471695,29,16,7913,9347
0,0,0,1.476801,25,14,7131,8537
5,2534,2513,1.536917,26,18,8073,10957
10,1263,1322,1.490704,38,25,14899,18271
100,115,170,1.553778,33,17,6560,8247
1000,11,19,1.473042,27,13,7266,8203
